image_name,scene_type=natural_landscape,scene_type=urban,scene_type=indoor,scene_type=portrait,scene_type=other,lighting_type=daylight,lighting_type=artificial,lighting_type=mixed,luminance_level=high,luminance_level=medium,luminance_level=low,camera_to_object_distance=close,camera_to_object_distance=medium,camera_to_object_distance=far,memory_color=sky_blue,memory_color=grass_foliage_green,memory_color=human_skin_tone,memory_color=water_blue,memory_color=snow_cloud_white,memory_color=none
KonIQ-10k IQA Database/512x384/3940105265.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3938367619.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3940357186.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3937913166.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/3939043948.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3939622523.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/3944642127.jpg,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3941788092.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/3945869834.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/3947046278.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3943080167.jpg,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3946405001.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/3948135332.jpg,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3940847938.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3948522988.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3948731617.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/3949472497.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/3949143151.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/395036065.jpg,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/395147567.jpg,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3948277105.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/395315549.jpg,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3951898034.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/3956832242.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3954258141.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/3952840501.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3955560376.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/39540491.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
KonIQ-10k IQA Database/512x384/3957754780.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3960128594.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/3960444662.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3960629357.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/3962058482.jpg,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3962244093.jpg,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/396221760.jpg,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
KonIQ-10k IQA Database/512x384/396505725.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3964553280.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/3961390501.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/3961459513.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/3966829877.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3966627187.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0
KonIQ-10k IQA Database/512x384/3970268650.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/3969622447.jpg,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/3971662930.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3965556653.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3971050023.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/397322876.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3971799391.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3973001148.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3975469304.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
KonIQ-10k IQA Database/512x384/3974701478.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/3976452832.jpg,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/3978652004.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3977122123.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3976883946.jpg,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3980206588.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3973813247.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/3978837773.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3980253534.jpg,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3982768803.jpg,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3983499964.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3985258920.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3980401611.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3984248064.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/398551269.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/3985027264.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3985602874.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
KonIQ-10k IQA Database/512x384/3987605606.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/3986881860.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3989767571.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3992677101.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3993808694.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3994007574.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3994759280.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/3999106249.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4000012271.jpg,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4000500172.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/3994759840.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/3995400927.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4001539544.jpg,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4000774743.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/4002090879.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4002265121.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/4005164524.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/4004417944.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/4003392015.jpg,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4005784260.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4005014529.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4007753969.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4011871379.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4008219206.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4010417256.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4010451143.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4016200124.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4016051317.jpg,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/4016398417.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4014803633.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4017312321.jpg,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4023100592.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4018879156.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
KonIQ-10k IQA Database/512x384/4023245742.jpg,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4018505209.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4016639569.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
KonIQ-10k IQA Database/512x384/4018386659.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4019770428.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4023598688.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4027767419.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/40294335.jpg,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4028266820.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4033495510.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4029731030.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4026925102.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4034290606.jpg,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4034550282.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4034220859.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/4035961068.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4037056912.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4036944943.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4037555676.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4039710407.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/404033442.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4040905906.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/403993453.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4042188530.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4040650709.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4041954882.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4042245241.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4042292027.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4042306910.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4042572733.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4042987026.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4042433513.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/4046716515.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4045599734.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4046637583.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4047658369.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4049047636.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4047293612.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4054072823.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/4050875089.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4054655583.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4054847919.jpg,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4056860839.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4054594935.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/405908679.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/4062759482.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4065100469.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4063780436.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/406881914.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0
KonIQ-10k IQA Database/512x384/4069729710.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4067961238.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/4068780416.jpg,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4074943155.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4077667734.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4075989770.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/4076940518.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4078925567.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
KonIQ-10k IQA Database/512x384/4080731983.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/4080245276.jpg,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4079839829.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4079545582.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4081025902.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4081293153.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4083824869.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4084687519.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4085075628.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4087443308.jpg,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
KonIQ-10k IQA Database/512x384/4086204414.jpg,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4089514101.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4088500384.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
KonIQ-10k IQA Database/512x384/408607884.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4091583861.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/409233389.jpg,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4092627138.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/4094850958.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4095160762.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4094774604.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/409446076.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/409280416.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4095383312.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/409597917.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/409821164.jpg,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/4095785910.jpg,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4098700616.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4099198318.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4100096331.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4100631766.jpg,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/4103115026.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4106514523.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4107566763.jpg,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4106517753.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4103158795.jpg,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4107362083.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4107809185.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/4109408743.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/41078091851.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/4110400471.jpg,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/411090819.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4113272660.jpg,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4112798557.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/41130035.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/4113685341.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/411025625.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/4114019902.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/4114743309.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/411787882.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
